Unnamed: 0,authors,published_date,description,isbn_10,isbn_13,page_count,categories,maturity_rating,language,join_isbn_10
,['Lynn Johnston'],1977,,0671544764,9780671544768,107.0,"['Canadian wit and humor, Pictorial']",NOT_MATURE,en,0671544764
,"['Billy Dee Williams', 'Rob MacGregor']",2000-06-15,"On November 12, 1995 the CIA issued a report admitting that military and intelligence services had used psychics for spying or ""remote viewing"". Project Stargate, as it was called, is the premise of this nerve-jangling thriller. Former Air Force Major Trent Calloway just wants to forget about his past, especially the tragedy that changed his life when he was involved in a government remote viewing project. With his marriage ruined in the aftermath of his psychic spying, he wanders the Southwest, occasionally guiding river rafting tours. And then suddenly his painful past returns and threatens to damage him again. He finds out that he had been drugged during his remote viewing sessions and that the drug, now years later, is causing ever increasing side-effects in himself and the other government psychic spies he worked with - and that their psychic abilities are still expanding at frightening rates. He realizes that the unknown drug he and the other psychic spies unwillingly took has bound them all together in a deadly psychic nexus, a ""PSI net"", that has trapped Callaway, who must now fight for his life and his sanity as he struggles for the security of the United States and its people.",0812570928,9780812570922,288.0,['Fiction'],NOT_MATURE,en,0812570928
,['Peter David'],1997,"On the way to offer humanitarian aid to the crumbling Thallonian Empire, Captain Mackenzie Calhoun discovers a stowaway aboard the U.S.S. Excalibur",0671013963,9780671013967,178.0,['Fiction'],NOT_MATURE,en,0671013963
,['Anthony Trollope'],1994,"The first book in Anthony Trollope's funny, warm, well-loved Barchester Chronicles perfect for Austen fansThe tranquil atmosphere of the cathedral town of Barchester is shattered when a scandal breaks concerning the financial affairs of a church-run almshouse for elderly men. In the ensuing furor, Septimus Harding, the almshouse's well-meaning warden, finds himself pitted against his daughter's suitor Dr. John Bold, a zealous local reformer. Matters are not improved when Harding's abrasive son-in-law, Archdeacon Grantly, leaps into the fray to defend him against a campaign Bold begins in the national press. An affectionate and wittily satirical view of the workings of the Church of England, thisnovelis also a subtle exploration of the rights and wrongs of moral crusades and, in its account of Harding's intensely felt personal drama, a moving depiction of the private impact of public affairs.""",0140620311,9780140620313,202.0,['Almshouses'],NOT_MATURE,en,0140620311
,,,,,,,,,,0840756933
,['William Abrahams'],1990,"“Widely regarded as the nation’s most prestigious awards for short fiction”—The Atlantic Monthly The O. Henry Prize Stories 1990 gathers 20 of the best short stories of the year, selected from thousands published in literary magazines. Stories include: Leo E. Litwak “The Eleventh Edition” (first prize) Peter Matthiessen “Lumumba Lives” (second prize) Lore Segal “The Reverse Bug” (third prize) Joyce Carol Oates “Heat” Carolyn Osborn “The Grands” James P. Blaylock “Unidentified Objects” Jane Brown Gillette “Sins Against Animals” Julie Schumacher “The Private Life of Robert Schumann” Joanne Greenberg “Elizabeth Baird” Alice Adams “1940: Fall” T. Coraghessan Boyle “The Ape Lady in Retirement” Marilyn Sides “The Island of the Mapmaker’s Wife” David Michael Kaplan “Stand” Meredith Steinbach “In Recent History” Claudia Smith Brinson “Einstein’s Daughter” Felicia Ackerman “The Forecasting Game” Reginald McKnight “The Kind of Light That Shines on Texas” Bruce Fleming “The Autobiography of Gertrude Stein” Devon Jersild “In Which John Imagines His Mind as a Pond” Janice Eidus “Vito Loves Geraldine” “One of the most welcome signs of the literary spring is the appearance of the annual O. Henry Awards collection.”—Los Angeles Times",0385264992,9780385264990,452.0,['Fiction'],NOT_MATURE,en,0385264992
,['Rex Stout'],1995-11-01,"When the president of Tingley Titbits is murdered in the aftermath of a food poisoning scandal at the company, private detective Tecumseh Fox is hired to investigate",0553258109,9780553258103,176.0,['Fiction'],NOT_MATURE,en,0553258109
,['Hans Magnus Enzensberger'],1998-10,"A fascinating fantasy exploring the world of mathematics recounts how math-hater Robert has twelve dreams in which a Number Devil demonstrates the delights of such mathematical concepts as prime and Fibonacci numbers, delving ever deeper into mathematical theory. 15,000 first printing.",UOM:39015046495738,,272.0,['Juvenile Fiction'],NOT_MATURE,en,0805057706
,['John Le Carré'],1992,"Secret agent Leamas is on a mission in East Berlin, but he has doubts about the organization he serves",0345377370,9780345377371,256.0,['Fiction'],NOT_MATURE,en,0345377370
,['Wesley Ellis'],1992,More information to be announced soon on this forthcoming title from Penguin USA,0515108812,9780515108811,182.0,['Fiction'],NOT_MATURE,en,0515108812
,['Reginald Hill'],2003-09-30,"Normally, there would be nothing sinister about a death by drowning and a motorcycle fatality -- had these tragic occurrences not been predicted before the fact in a pair of macabre ""Dialogues"" submitted to a Yorkshire short story competition. Yet the local police department is slow to act -- until the arrival of a third Dialogue ... and another corpse. A darkness is settling over a terrorized community, brought on by a genius fiend who hides clues to his horrific acts in complex riddles and brilliant wordplay. Now two seasoned CID investigators, Peter Pascoe and ""Fat Andy"" Dalziel, are racing against a clock whose every tick signals more blood and outrage, caught in the twisted game of a diabolical killer who is turning their jurisdiction into a slaughterhouse.",0060528095,9780060528096,534.0,['Fiction'],NOT_MATURE,en,0060528095
,['Randall L. Braddom'],2002-08,"Dr. Jack Culver is the medical director of a rehabilitation unit in a small town hospital in southern Illinois. After six rehabilitation inpatients die in one quarter, he becomes convinced that a serial killer is loose in the hospital. He and Rickie Davis, a rehabilitation nurse, are the only ones who believe the deaths were murders. In an attempt to convince the hospital that a serial killer exists and must be stopped, Culver risks his reputation, financial stability, and even his health. The book follows Culver through a startling series of events in which he bravely loses most of what he holds dear in life, and even faces his own death in uncovering a serial-killer conspiracy. Follow the hero and see what happens when he sticks to his beliefs in the face of overwhelming criticism and personal loss. The story accelerates into a surprise and bloody ending. Readers will enjoy the author's refreshingly different approach to medical mystery writing, and will find the book educational, spine tingling, inspiring, difficult to put down, and a must read.",9780595237340,0595237347,276.0,['Fiction'],NOT_MATURE,en,0595237347
,['Anne Perry'],2003-07-15,A collection of stories combining mystery with astrology delves into the mystical omens and lethal reckonings that exist in the astral plane and profoundly impact the human heart.,0786711531,9780786711536,324.0,['Fiction'],NOT_MATURE,en,0786711531
,['Therese Iknoian'],1995,"Offers advice about equipment and proper walking technique, suggests a workout schedule, and discusses cross-training",PSU:000024953337,,161.0,['Health & Fitness'],NOT_MATURE,en,0873225538
,,,,,,,,,,0440241561
,"['Anne Kashiwa', 'James M. Rippe']",1987,"Designed for women at every fitness level, this illustrated guide provides day-to-day walking programs for weight loss, injury management, aerobic conditioning, muscle toning, and stress reduction",0399514074,9780399514074,160.0,['Health & Fitness'],NOT_MATURE,en,0399514074
,['Chris Gavaler'],2002-07-02,"Spending long, languid weekends in St. Thomas would seem like a dream job for most people. For single, thirty-something Ashley Farrell, however, it comes with the humiliation of having to act as chaperone for the varlous bachelor and bachelorette winners of a popular TV dating show. But this dead-end junket shows signs of new life. Between safeguarding the morals of curvaceous Melissa and voracious Randy and avoiding the diamond-dripping wife of a reputed crime boss, Ashley is attracting the serious attention of a tall, deliciously sexy stranger she met on the airplane. Things are definitely looking up! Until she discovers a dead bodyguard on the beach... Until she finds herself surrounded by FBI agents... Until she is arrested for murder... And now there's big trouble in paradise for sure!",0060002530,9780060002534,320.0,['Fiction'],NOT_MATURE,en,0060002530
,['Carla Kelly'],2002,"Captain Jesse Randall steps him to rescue Nell Mason after he discovers that her father plans to marry her off to his creditor to settle his ruinous finances, never expecting that she could ever reciprocate the love that he has felt for her for years. Original.",0451206959,9780451206954,231.0,['Fiction'],NOT_MATURE,en,0451206959
,,,,,,,,,,0821756486
,['Jessica Hart'],2003,"Fiance Wanted Fast! by Jessica Hart released on Jun 24, 2003 is available now for purchase.",0373037570,9780373037575,185.0,['Fiction'],NOT_MATURE,en,0373037570
