ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L
3150080088,Undine Geht Das Gebell Ein Wildermuth,Bachmann,1993,"Philipp Reclam, Jun Verlag GmbH",http://images.amazon.com/images/P/3150080088.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3150080088.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3150080088.01.LZZZZZZZ.jpg
1556343272,Gurps Compendium II: Campaigns and Combat (GURPS: Generic Universal Role Playing System),Sean Punch,1996,Steve Jackson Games,http://images.amazon.com/images/P/1556343272.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1556343272.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1556343272.01.LZZZZZZZ.jpg
155634290X,GURPS Compendium I : Character Creation,Sean Punch,1997,Steve Jackson Games,http://images.amazon.com/images/P/155634290X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/155634290X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/155634290X.01.LZZZZZZZ.jpg
0911226214,A Soprano on Her Head: Right-Side-Up Reflections on Life and Other Performances,Eloise Ristad,1981,Real People Press,http://images.amazon.com/images/P/0911226214.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0911226214.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0911226214.01.LZZZZZZZ.jpg
1565846346,"Rich Media, Poor Democracy: Communication Politics in Dubious Times",Robert W. McChesney,2000,New Press,http://images.amazon.com/images/P/1565846346.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1565846346.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1565846346.01.LZZZZZZZ.jpg
0879978929,Rogue of Gor,John Norman,1983,New Amer Library (Mm),http://images.amazon.com/images/P/0879978929.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0879978929.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0879978929.01.LZZZZZZZ.jpg
0312873204,I Am of Irelaunde: A Novel of Patrick and Osian,Juliene Osborne-McKnight,2000,St Martins Pr,http://images.amazon.com/images/P/0312873204.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312873204.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312873204.01.LZZZZZZZ.jpg
3442541042,Cuba Libre.,Elmore Leonard,1999,Goldmann,http://images.amazon.com/images/P/3442541042.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3442541042.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3442541042.01.LZZZZZZZ.jpg
067187280X,NIGHT SHADOWS,Ron Ely,1994,Simon &amp; Schuster,http://images.amazon.com/images/P/067187280X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067187280X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/067187280X.01.LZZZZZZZ.jpg
0226763749,An Inquiry into the Nature and Causes of the Wealth of Nations/2 Volumes in 1,Adam Smith,1977,University of Chicago Press,http://images.amazon.com/images/P/0226763749.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0226763749.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0226763749.01.LZZZZZZZ.jpg
0262511053,The Global Internet Trust Register: 1999 edition,Ross Anderson,1999,The MIT Press,http://images.amazon.com/images/P/0262511053.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0262511053.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0262511053.01.LZZZZZZZ.jpg
0060162058,"Murder, Mystery, and Mayhem: A Novel",Jennifer Carnell,1989,Harpercollins,http://images.amazon.com/images/P/0060162058.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060162058.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060162058.01.LZZZZZZZ.jpg
1579120377,The Complete Gilbert &amp; Sullivan: Librettos from All Fourteen Operettas,Arthur Sullivan,1998,Black Dog and Leventhal Publishing Inc,http://images.amazon.com/images/P/1579120377.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1579120377.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1579120377.01.LZZZZZZZ.jpg
0345320344,"Tarnsman of Gor (Chronicles of Counter-Earth, Vol 1)",John Norman,1990,Del Rey Books,http://images.amazon.com/images/P/0345320344.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345320344.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345320344.01.LZZZZZZZ.jpg
0970238304,Greenwich Killing Time,Kinky Friedman,2000,"Vandam Press, Inc.",http://images.amazon.com/images/P/0970238304.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0970238304.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0970238304.01.LZZZZZZZ.jpg
0201895420,Analysis Patterns: Reusable Object Models (Object-Oriented Software Engineering Series),Martin Fowler,1996,Addison-Wesley Professional,http://images.amazon.com/images/P/0201895420.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0201895420.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0201895420.01.LZZZZZZZ.jpg
0553290878,Man in the Shadows (Man of the Shadows),Peter Corris,1991,Bantam Books,http://images.amazon.com/images/P/0553290878.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553290878.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553290878.01.LZZZZZZZ.jpg
0136298419,Object-Oriented Modeling and Design,James R Rumbaugh,1990,Prentice Hall,http://images.amazon.com/images/P/0136298419.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0136298419.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0136298419.01.LZZZZZZZ.jpg
1559706546,The Freemasons: A History of the World's Most Powerful Secret Society,Jasper Ridley,2002,Arcade Publishing,http://images.amazon.com/images/P/1559706546.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1559706546.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1559706546.01.LZZZZZZZ.jpg
0449147339,Death by Misadventure: A Roaring Twenties Mystery,Kerry Greenwood,1991,Fawcett Books,http://images.amazon.com/images/P/0449147339.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449147339.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449147339.01.LZZZZZZZ.jpg
0375409734,The Runner (Random House Large Print),Christopher Reich,2000,Random House Large Print Publishing,http://images.amazon.com/images/P/0375409734.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375409734.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375409734.01.LZZZZZZZ.jpg
0131238299,Object-Oriented Modeling and Design for Database Applications,Michael R Blaha,1997,Prentice Hall,http://images.amazon.com/images/P/0131238299.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0131238299.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0131238299.01.LZZZZZZZ.jpg
0688047009,First Stage: Profiles of the New American Actors,Kathy Henderson,1987,Smithmark Pub,http://images.amazon.com/images/P/0688047009.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0688047009.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0688047009.01.LZZZZZZZ.jpg
0201309599,Design Patterns and Contracts,Jean-Marc Jezequel,1999,Addison Wesley Longman,http://images.amazon.com/images/P/0201309599.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0201309599.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0201309599.01.LZZZZZZZ.jpg
0130313033,Seamless Object-Oriented Software Architecture: Analysis and Design of Reliable Systems (The Object-Oriented),Kim Walden,1995,Prentice Hall,http://images.amazon.com/images/P/0130313033.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0130313033.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0130313033.01.LZZZZZZZ.jpg
0375408541,Pop Goes the Weasel (Random House Large Print),James Patterson,1999,Random House Large Print Publishing,http://images.amazon.com/images/P/0375408541.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375408541.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375408541.01.LZZZZZZZ.jpg
0738204331,Standardized Minds: The High Price of America's Testing Culture and What We Can Do to Change It,Peter Sacks,2001,Perseus Publishing,http://images.amazon.com/images/P/0738204331.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0738204331.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0738204331.01.LZZZZZZZ.jpg
159182169X,"Happy Mania, Book 1",Moyoko Anno,2003,TokyoPop,http://images.amazon.com/images/P/159182169X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/159182169X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/159182169X.01.LZZZZZZZ.jpg
0800786092,The Pilgrim's Progress,John Bunyan,1999,Revell,http://images.amazon.com/images/P/0800786092.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0800786092.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0800786092.01.LZZZZZZZ.jpg
0889740801,Storm Clouds over Party Shoes: Etiquette Problems for the Ill-Bred Woman,Sheila Norgate,1997,Press Gang Publishers,http://images.amazon.com/images/P/0889740801.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0889740801.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0889740801.01.LZZZZZZZ.jpg
0425136809,The Liberated Man,Warren Farrell,1993,Berkley Publishing Group,http://images.amazon.com/images/P/0425136809.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425136809.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425136809.01.LZZZZZZZ.jpg
0671691805,WATER METHOD MAN : WATER METHOD MAN,John Irving,1989,Pocket,http://images.amazon.com/images/P/0671691805.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671691805.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671691805.01.LZZZZZZZ.jpg
0553052934,This Far from Paradise,Philip Shelby,1988,Bantam Dell Pub Group,http://images.amazon.com/images/P/0553052934.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553052934.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553052934.01.LZZZZZZZ.jpg
0671698737,Mighty Good Road,Melissa Scott,1990,Baen,http://images.amazon.com/images/P/0671698737.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671698737.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671698737.01.LZZZZZZZ.jpg
0679311378,Anti Diva,Carole Pope,2001,Vintage Books Canada,http://images.amazon.com/images/P/0679311378.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679311378.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679311378.01.LZZZZZZZ.jpg
0139316191,Unofficial Guide to Disney &amp; Epcot 1991,Press,1991,Prentice Hall,http://images.amazon.com/images/P/0139316191.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0139316191.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0139316191.01.LZZZZZZZ.jpg
0835605639,"Cayce, Karma and Reincarnation",I.C. Sharma,1982,Natl Book Network,http://images.amazon.com/images/P/0835605639.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0835605639.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0835605639.01.LZZZZZZZ.jpg
0844237639,Esperanto (Teach Yourself),John Cresswell,1992,McGraw-Hill,http://images.amazon.com/images/P/0844237639.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0844237639.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0844237639.01.LZZZZZZZ.jpg
0671879588,RESTRAINT,Sherry Sonnett,1995,Simon &amp; Schuster,http://images.amazon.com/images/P/0671879588.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671879588.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671879588.01.LZZZZZZZ.jpg
0451166752,2001: A Space Odssey,Arthur Charles Clarke,1982,Roc,http://images.amazon.com/images/P/0451166752.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451166752.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451166752.01.LZZZZZZZ.jpg
0020122802,The American Musical Theater,Lehman Engel,1975,Simon &amp; Schuster,http://images.amazon.com/images/P/0020122802.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0020122802.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0020122802.01.LZZZZZZZ.jpg
0961272015,Models of Love,Joyce Vissell,1986,Ramira Pub.,http://images.amazon.com/images/P/0961272015.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0961272015.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0961272015.01.LZZZZZZZ.jpg
1569248303,TOP SECRET/MAJIC,Stanton T. Friedman,1996,Marlowe &amp; Company,http://images.amazon.com/images/P/1569248303.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1569248303.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1569248303.01.LZZZZZZZ.jpg
0812511786,Faithful Attraction,Andrew M. Greeley,1992,Tor Books,http://images.amazon.com/images/P/0812511786.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812511786.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812511786.01.LZZZZZZZ.jpg
156924863X,Crash at Corona: The U.S. Military Retrieval and Cover-Up of a Ufo,Stanton T. Friedman,1994,Pub Group West,http://images.amazon.com/images/P/156924863X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/156924863X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/156924863X.01.LZZZZZZZ.jpg
3293200575,"UT, Nr.57, Ein Tag lÃ?Â¤nger als ein Leben",Tschingis Aitmatow,1995,Unionsverlag,http://images.amazon.com/images/P/3293200575.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3293200575.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3293200575.01.LZZZZZZZ.jpg
0681008105,UFO Encounters: The True Story Behind the Brookhaven and Carp Incidents,J. B. Michaels,1995,Longmeadow Press,http://images.amazon.com/images/P/0681008105.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0681008105.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0681008105.01.LZZZZZZZ.jpg
0609606239,The Knight of the Sacred Lake (Guenevere Novels (Hardcover)),Rosalind Miles,2000,Crown Publishers,http://images.amazon.com/images/P/0609606239.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0609606239.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0609606239.01.LZZZZZZZ.jpg
0440221056,Murder for Love,Otto Penzler,1999,Dell Publishing Company,http://images.amazon.com/images/P/0440221056.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440221056.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440221056.01.LZZZZZZZ.jpg
0140029532,The captive;,Colette,1970,Penguin,http://images.amazon.com/images/P/0140029532.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140029532.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140029532.01.LZZZZZZZ.jpg
0385334575,Go Tell It on the Mountain,James Baldwin,2000,Delta,http://images.amazon.com/images/P/0385334575.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385334575.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385334575.01.LZZZZZZZ.jpg
843207022X,El Manuscrito Carmesi (Coleccion Autores Espa~noles E Hispanoamericanos),Antonio Gala,1995,Planeta,http://images.amazon.com/images/P/843207022X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/843207022X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/843207022X.01.LZZZZZZZ.jpg
1895837707,St. Stephen's,Sky Gilbert,2000,Insomniac Press,http://images.amazon.com/images/P/1895837707.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1895837707.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1895837707.01.LZZZZZZZ.jpg
0140039996,The summer before the dark,Doris May Lessing,1975,Penguin,http://images.amazon.com/images/P/0140039996.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140039996.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140039996.01.LZZZZZZZ.jpg
1842221914,Cybersex: Uncovering the Secret World of Internet Sex,Kimberly Young,2001,Carlton Books Limited,http://images.amazon.com/images/P/1842221914.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1842221914.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1842221914.01.LZZZZZZZ.jpg
0385494297,Unzipped: What Happens When Friends Talk About Sex--A True Story,Courtney Weaver,1999,Doubleday Books,http://images.amazon.com/images/P/0385494297.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385494297.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385494297.01.LZZZZZZZ.jpg
1854102257,Robert Burns (Illustrated Poets S.),Robert Burns,1992,Aurum Press,http://images.amazon.com/images/P/1854102257.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1854102257.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1854102257.01.LZZZZZZZ.jpg
0809256924,How to Get a Job in the San Francisco Bay Area,Janet L. Beach,1983,McGraw-Hill,http://images.amazon.com/images/P/0809256924.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0809256924.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0809256924.01.LZZZZZZZ.jpg
0889782644,The Little Book of Wrinkles,Evelyn Steinberg,1993,Arsenal Pulp Press,http://images.amazon.com/images/P/0889782644.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0889782644.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0889782644.01.LZZZZZZZ.jpg
0439372933,Desiderata: Words For Life,Max Ehrmann,2003,Scholastic,http://images.amazon.com/images/P/0439372933.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0439372933.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0439372933.01.LZZZZZZZ.jpg
0816134464,"White Indian (The White Indian Series, Bk. 1)",Donald Clayton Porter,1983,Thorndike Pr,http://images.amazon.com/images/P/0816134464.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0816134464.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0816134464.01.LZZZZZZZ.jpg
0553244760,"The Sachem (Colonization of America, White Indian, Book IV)",Donald Clayton Porter,1984,Bantam Books,http://images.amazon.com/images/P/0553244760.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553244760.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553244760.01.LZZZZZZZ.jpg
0889782261,Little Pink Book: Quotations on Women,Oline Luinenberg,1990,Arsenal Pulp Press,http://images.amazon.com/images/P/0889782261.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0889782261.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0889782261.01.LZZZZZZZ.jpg
0889782253,The Little Green Book: Quotations of the Environment,Oline Luinenberg,1990,Arsenal Pulp Press,http://images.amazon.com/images/P/0889782253.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0889782253.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0889782253.01.LZZZZZZZ.jpg
0380976455,Last Days of Summer,Steve Kluger,1998,William Morrow,http://images.amazon.com/images/P/0380976455.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380976455.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380976455.01.LZZZZZZZ.jpg
1551520036,The Little Black Leather Book of Rock 'N' Roll (Little Red Book),Divine Laboratories,1994,Literary Press Group,http://images.amazon.com/images/P/1551520036.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1551520036.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1551520036.01.LZZZZZZZ.jpg
0600603784,Feng Shui In A Weekend: Transform Your Life and Home in a Weekend or Less,Simon Brown,2002,Hamlyn,http://images.amazon.com/images/P/0600603784.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0600603784.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0600603784.01.LZZZZZZZ.jpg
0425042723,Ballerina,Edward Stewart,1981,Berkley Publishing Group,http://images.amazon.com/images/P/0425042723.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425042723.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425042723.01.LZZZZZZZ.jpg
0517567121,Peking Story: The Last Days of Old China,David Kidd,1988,Clarkson N Potter Publishers,http://images.amazon.com/images/P/0517567121.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0517567121.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0517567121.01.LZZZZZZZ.jpg
3423128240,Die Ratte. Roman.,Andrzej Zaniewski,2000,Dtv,http://images.amazon.com/images/P/3423128240.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3423128240.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3423128240.01.LZZZZZZZ.jpg
156504889X,Pomegranates Full and Fine (The World of Darkness),Don Bassingthwaite,1995,White Wolf Pub,http://images.amazon.com/images/P/156504889X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/156504889X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/156504889X.01.LZZZZZZZ.jpg
047206035X,The Life of Charlemagne (Ann Arbor Paperbacks),Einhard,1960,UMP,http://images.amazon.com/images/P/047206035X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/047206035X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/047206035X.01.LZZZZZZZ.jpg
